State,District,Grade,Overall,"Categories - 1.
Outcome (290)",Categories - 2. ECT (90),"Categories - 3.
IF&SE (51)","Categories - 4.
SS&CP (35)",Categories - 5. DL (50),Categories - 6. GP (84)
Uttar Pradesh,Sambhal (Bhim Nagar),Prachesta-2,244,102,51,25,11,8,46
Uttar Pradesh,Jyotiba Phule Nagar (Amroha),Prachesta-2,244,111,49,19,9,7,48
Uttar Pradesh,Kheri,Prachesta-2,243,95,57,25,15,8,42
Uttar Pradesh,Pratapgarh,Prachesta-2,241,103,50,23,11,4,49
Uttar Pradesh,Pilibhit,Prachesta-3,240,98,56,24,13,6,42
Uttar Pradesh,Gonda,Prachesta-3,237,95,56,22,13,6,46
Uttar Pradesh,Rampur,Prachesta-3,237,99,52,22,10,9,45
Uttar Pradesh,Kushinagar,Prachesta-3,236,93,53,21,11,6,52
Uttar Pradesh,Sitapur,Prachesta-3,233,93,56,23,12,6,43
Uttar Pradesh,Maharajganj,Prachesta-3,233,98,50,20,10,7,48
Uttar Pradesh,Bahraich,Prachesta-3,233,97,55,22,12,6,41
Uttar Pradesh,Budaun,Prachesta-3,230,89,53,26,13,6,43
Uttar Pradesh,Kasganj,Prachesta-3,228,84,56,19,11,12,46
Uttar Pradesh,Hardoi,Prachesta-3,226,88,57,25,13,7,36
Uttar Pradesh,Shahjahanpur,Prachesta-3,220,91,53,23,10,6,38
Uttar Pradesh,Balrampur,Prachesta-3,211,74,49,25,10,6,48
Uttarakhand,Nainital,Prachesta-1,324,141,58,30,20,25,50
Uttarakhand,Dehradun,Prachesta-1,317,134,54,33,21,24,51
Uttarakhand,Pauri Garhwal,Prachesta-1,309,138,55,27,16,16,56
Uttarakhand,Bageshwar,Prachesta-1,304,123,58,31,21,15,55
Uttarakhand,Champawat,Prachesta-1,302,122,60,30,20,17,54
Uttarakhand,Chamoli,Prachesta-1,301,114,64,30,24,21,48
Uttarakhand,Pithoragarh,Prachesta-2,298,125,58,31,23,18,43
Uttarakhand,Almora,Prachesta-2,292,130,57,30,19,19,37
Uttarakhand,Uttarkashi,Prachesta-2,285,119,52,28,19,18,50
Uttarakhand,Tehri Garhwal,Prachesta-2,283,118,56,26,16,16,51
Uttarakhand,Haridwar,Prachesta-2,276,114,51,27,14,19,52
Uttarakhand,Rudraprayag,Prachesta-2,272,118,52,23,15,12,52
Uttarakhand,Udham Singh Nagar,Prachesta-2,254,94,52,27,15,19,47
West Bengal,North 24 Parganas,Prachesta-1,302,166,54,34,5,7,36
West Bengal,Kolkata,Prachesta-2,294,156,54,31,7,13,33
West Bengal,Murshidabad,Prachesta-2,288,156,55,34,5,4,34
West Bengal,Hooghly,Prachesta-2,278,145,53,35,6,7,33
West Bengal,Paschim Medinipur,Prachesta-2,278,152,52,34,5,3,31
West Bengal,Bankura,Prachesta-2,278,152,51,35,4,4,32
West Bengal,Howrah,Prachesta-2,277,147,51,33,5,7,34
West Bengal,Cooch Behar,Prachesta-2,275,136,61,38,5,3,32
West Bengal,Jhargram,Prachesta-2,275,152,51,36,5,3,29
West Bengal,Purba Medinipur,Prachesta-2,274,148,49,33,4,4,36
West Bengal,Purba Bardhaman,Prachesta-2,273,145,56,33,6,5,29
West Bengal,Nadia,Prachesta-2,264,142,49,34,4,5,30
West Bengal,South 24 Parganas,Prachesta-2,263,140,54,33,4,5,27
West Bengal,Paschim Bardhaman,Prachesta-2,262,132,54,34,5,8,29
West Bengal,Siliguri,Prachesta-2,252,127,48,32,5,10,30
West Bengal,Purulia,Prachesta-2,249,133,47,34,3,4,29
West Bengal,Malda,Prachesta-2,241,125,45,34,3,5,29
West Bengal,Birbhum,Prachesta-2,240,123,49,32,5,5,27
West Bengal,Alipurduar,Prachesta-3,236,116,45,35,3,6,30
West Bengal,Dakshin Dinajpur,Prachesta-3,233,115,47,33,4,4,29
West Bengal,Kalimpong,Prachesta-3,224,109,43,29,4,5,33
West Bengal,Darjeeling,Prachesta-3,223,118,36,28,3,6,32
West Bengal,Jalpaiguri,Prachesta-3,223,105,48,32,4,6,28
West Bengal,Uttar Dinajpur,Prachesta-3,216,101,48,33,3,5,27
